"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00008072","한아름분식","001","한식","서울특별시 광진구 군자로 159 (군자동)","469-2535","군자동 주민센터 인근 50m","영업시간 : 09:00 ~ 22:00 좌석수 : 휴무일 : 24째 일요일 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :   ","부부가 운영하여 인건비 절약","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120620163221.JPG"
"00008415","청계산갈비살","001","한식","서울특별시 강남구 학동로45길 7 지하1층 (논현동)","02-543-2198","논현2동 주민센터에서 강남구청역 방면으로 도보1분","영업시간 :11:30~24:00 17:00~23:00(주말) 좌석수 :112석 휴무일 :명절 배달 :불가능 예약 :가능 카드 :가능 주차 :5대 홈페이지 주소 : 전자우편주소 :                  ","가격이 저렴하며 신선한 재료를 사용함 국내산 좋은 돼지갈비를 사용하면서 저렴하게 제공 매일 한가지 메뉴를 오늘의 메뉴로 정해 5500원에 제공","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170404100842.jpg"
"00008818","돈스우스","001","한식","서울특별시 양천구 월정로 157 (신월동)","2608-5015","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :  ","넒은 실내로 단체회식을 할 수 있음  양질의 고기를 저렴한 가격으로 이용할 수 있음 친절함","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20140114174112.jpg"
"00008127","영화반점","002","중식","서울특별시 서대문구 북아현로2길 5 (북아현동)","02-362-0567","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :  ","종업원을 두지 않고 직접 운영하여 인건비를 절감하고 신선한 재료를 저렴한 가격으로 직접 구매하여 평균가보다 낮은 금액으로 박리다매 ","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210144713.jpg"
"00008467","대치동영지","001","한식","서울특별시 강남구 삼성로 212 지상1층(대치동 은마아파트)","02-565-1114","대치역 3번 출구 은마아파트 상가내 1층","영업시간 : 09:00~20:00 좌석수 : 휴무일 : 배달 : 상가만 가능 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 :         ","직거래를 통한 원가 절감","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170404100417.jpg"
"00008680","풍년숯불갈비","001","한식","서울특별시 용산구 새창로 130 (원효로2가)","719-6530","효창공원역 3번 4번 출구 사이 도로로 약 300미터 이동후 용문시장 사거리에서 왼쪽으로 약 300미터 이동후 오른쪽편","영업시간 : 10:00 ~ 22:00 좌석수 :100석 휴무일 :없음 배달 : 불가 예약 :가능 카드 : 가능 주차 : 불가        ","모범업소로서 깨끗하고 청결한 위생관리  항상신선한 재료사용하고 가격저렴한 품목이 많음 ","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20130708102131.jpg"
"00008137","송림정","001","한식","서울특별시 관악구 은천로 36 (봉천동)","878-7777","봉일프라자 옆 건물국회단지입구 맞은편 위치","영업시간 : 오전 9시 30분 ~ 오후 9시 30분 배달 : 불가능 주차 : 불가능 카드 : 가능 예약 : 가능 휴무일 : 둘째 넷째 월요일 좌석수 : 8석     ","▷국회단지 입구 건너편에 위치 ▷관악구 평균가격보다 10% 저렴 ▷복지관 어르신들에게 한달에 4분씩 식사 무료제공","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120703112241.jpg"
"00008178","유창숯불갈비","001","한식","서울특별시 관악구 은천로23길 14 (봉천동 유창빌)","883-5759","현대시장 사거리에서 은천로 방향 '현대시장앞'버스 정거장 골목으로 50M","영업시간 : 오전 10시 ~ 오후 10시 30분 배달 : 불가능 주차 : 가능 예약 : 가능 카드 : 가능 휴무일 : 없음 좌석 : 40석     ","▷본인 소유의 건물로 임대료 절감 ▷가족경영으로 인건비 절약 ▷30년 경력을 활용하여 저렴한 곳에서 식재료 구입.","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120703152106.jpg"
"00008728","공새미김밥","001","한식","서울특별시 광진구 뚝섬로58길 19 (자양동)","455-8178","잠실대교 북단사거리에서 200m 프라젠스파 앞","영업시간 : 07:00 ~ 19:00 좌석수 : 20석 휴무일 : 매주일요일 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 :    ","ㅇ 가족운영으로 인건비 절감 ㅇ 가격이 저렴하고 청결함","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20150714111639.jpg"
"00008287","복지이발관","005","이 미용업","서울특별시 구로구 고척로27길 115 (개봉동)","없음","오류남중 금강산마트 앞에 위치합니다.","영업시간 : 08:30~21:00 좌석수 : 3석 휴무일 : 매주 화요일 예약 : 가능 카드 : X 주차 : 가능 홈페이지 주소 : X 전자우편주소 : X  ","가격이 저렴하고 친절함","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120706154437.JPG"
"00008297","삼환미용실","005","이 미용업","서울특별시 구로구 고척로21나길 91 (개봉동)","02-2689-4635","삼환아파트 상가 내에 위치합니다.","영업시간 : 09:00~21:00 좌석수 : 3석 휴무일 : 매주 일요일 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : X 전자우편주소 : X","가격이 저렴하고 친절함","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120706160612.JPG"
"00008720","털보식당","001","한식","서울특별시 도봉구 도당로 148 (방학동)","3492-7926","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00008076","솔잎식당","001","한식","서울특별시 마포구 마포대로4길 46 (도화동)","717-2044","마포역 4번 출구 도보 5분거리 : 우성아파트 1~3동 정문 200m 아래 위치함.","영업시간 : 11:00~ 21:00 좌 석 수  :  40석 휴 무 일  :  매주 일요일 배     달  :  불가능.      예     약  :  가능 카     드  :  가능 주     차  :  2대 홈페이지 주소 : 전자우편주소 :    ","동생이 야채가게를 하고 있어 싱싱한 재료를 신속하게 제공받고 된장 및 양념등은 시골에서 직접 농사를 짓고 있어 최공의 재료를 사용하고 있으며 훗날 고객들에게 기억에 남는 식당이 되고 싶은 신념으로 운영하고 있음.","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120728113043.jpg"
"00008089","신짜장","002","중식","서울특별시 도봉구 도봉로145길 56 (방학동)","02-3492-9209","방학역3번출구 607m","영업시간 : 11:00-22:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","배달없이 포장만 가능하며 가게의 홀에서만 음식을 제공하고 있고 가족간의 운영과 배달원 불채용으로 인건비 절약 고정고객의 상시확보로 정착안정적 가게운영으로 음식을 제공.","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120620143306.jpg"
"00008112","백구사헤어플랜","005","이 미용업","서울특별시 강서구 곰달래로19길 45 (화곡동)","02-2607-0194","백구사길 사거리","영업시간 : 09:00~21:00 좌석수 : 4개 휴무일 : 미정 배달 : 해당없음 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 없음 전자우편주소 : 없음   ","경로 청소년 특정시간 할인 및 적립제도 시행 32년 동안 동일 장소에서 영업하여 신뢰를 쌓음","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120621110556.JPG"
"00008613","한우식당","001","한식","서울특별시 구로구 경인로33길 61-3 (개봉동)","02-2612-5157","개봉1동 동사무소 옆에 위치합니다.","영업시간 : 10:00~22:00 좌석수 : 70석 휴무일 : 연중 무휴 배달 : 가능 예약 : 가능 카드 : 가능 주차 : X (동사무소 옆 주차장 이용)-한시간무료 홈페이지 주소 : X 전자우편주소 : X ","가격이 저렴하고 청결함","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20130306161954.JPG"
"00008413","항아리 숯불갈비","001","한식","서울특별시 강남구 언주로134길 11-1 (논현동)","02-517-2260","논현2동 주민센터에서 언주로 방면으로 도보1분","영업시간 : 11:30~22:00 좌석수 : 72석 휴무일 : 일요일 배달 : 불가능 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 :     ","신선한 국내산 재료만을 고집","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20140501160448.jpg"
"00008180","중앙삼겹시대","001","한식","서울특별시 관악구 중앙길 12 (봉천동)","875-9998","'봉천중앙시장' 근처","영업시간 : 오전 10시 ~ 오후 10시 배달 : 불가능 주차 : 가능 예약 : 가능 좌석 : 10석 카드 : 가능 휴무일 :  첫째 일요일         ","▷2015년 새로운 장소로 이전하여 깔끔한 매장 ▷전통시장(오거리시장)에서 식재료 신선하고 저렴하게 구입","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220718174435.jpg"
"00008080","김밥타운","001","한식","서울특별시 도봉구 도당로15길 3 (방학동)","02-956-2001","방학역 3번출구에서 857","영업시간 : 09:00-21:00 좌석수 : 휴무일 : 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :       ","재래시장(도깨비시장)주변에 위치한 소규모 점포로 운영 대표품목 음식인 김밥을 저렴한 가격에 제공.","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120620140244.jpg"
"00008110","진흥이발","005","이 미용업","서울특별시 강서구 강서로7길 20 (화곡동)","02-2698-5757","해태드림타운 옆","영업시간 : 8:00~20:00 좌석수 : 3개 휴무일 : 매주 수요일 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 없음 전자우편주소 : 없음   ","청소년 할인으로 학생이 많이 이용하고 있음","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20130716104534.jpg"
"00008005","은혜김밥","001","한식","서울특별시 은평구 역말로9길 41 (대조동)","02-359-0262","동명여고 후문","영업시간 : 평일 06:30 ~ 20:00 / 주말 06:30 ~ 15:00 좌석수 : 12석 휴무일 : 무휴  카드 : × 주차 : × 배달 : ×    ","전통시장 이용 신선하고 저렴한 삭자료 구입","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120614172258.JPG"
"00008090","알뜰정육식당","001","한식","서울특별시 도봉구 도봉로169나길 71 (도봉동)","02-3491-6898","도봉역 2번출구 267m","영업시간 : 좌석수 : 휴무일 : 배달 : 불가능 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :        ","도봉구 방학동 다세대주택 밀집주거지역에 위치한 정육점으로 식당을 추가로 영업하며 지역주민에게 축산물과 음식을 제공","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120620143551.jpg"
"00008478","육판장","001","한식","서울특별시 강남구 삼성로 155 지상1층 122호(대치동)","02-564-6254","대치역 7번 출구 대치퍼스트빌딩 1층","영업시간 :1100~21:00 좌석수 :40석 휴무일 :명절 배달 :불가능 예약 :가능 카드 :불가능 주차 :상가 주차장 이용 홈페이지 주소 : 전자우편주소 :      ","신선한 재료 사용 맛있는 먹거리 제공 학원가 학생들을 위해 저렴한 가격 유지","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20140430160630.jpg"
"00008021","정릉갈비","001","한식","서울특별시 성북구 정릉로38길 8 (정릉동)","916-9466","정릉로 대로변에서 신협골목안쪽에 위치","영업시간 : 11시30분 ~ 22시30분 좌석수 : 14개 휴무일 : 연중무휴 배달 : 무 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","가격인상없이 저렴하게 판매하고 푸짐하고 친절하게 모시겠습니다.","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120618140214.jpg"
"00008800","포도나무","001","한식","서울특별시 중랑구 용마산로 338 (면목동)","493-3336","면동초등학교 입구","영업시간 : 06:00 ~ 21:00 좌석수 : 48 휴무일 : 매주일요일 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 취급품목 : 비빔밥 4000원 기타 :    ","매일 재료를 구입하여 싱싱한 식재료로 정성껏 요리를 만들며 콩나물 국밥 비빔밥 3500원이고 거의 모든 메뉴가 대체로     가격이 저렴함 ","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20151126151358.jpg"
"00007669","그린헤어샵","005","이 미용업","서울특별시 영등포구 영등포로9길 22-1 (양평동1가)","02-2631-7250","양평1동 주민센터 부근","영업시간 : 09:00-21:00 좌석수 : 3석 휴무일 : 휴일없음 배달 : 해당없음 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :평균가격 미만 가격동결로 물가안정에 동참   ","저렴한 가격과 친절한 서비스 ※경로우대","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20121108165830.jpg"
"00008312","김밥만두집","001","한식","서울특별시 구로구 오류로8나길 8 (오류동 미성아트빌라)","02-2617-8550","오류동 경남아파트 앞 새마을금고 옆에 위치합니다.","영업시간 : 06:00~20:00 좌석수 : 12석 휴무일 : 매주 일요일 배달 : X 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : X 전자우편주소 : X","가격이 저렴하고 친절함","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120706161257.JPG"
"00008319","초원이발","005","이 미용업","서울특별시 구로구 부일로17길 12-1 (궁동)","없음","연세중앙교회 근처에 위치합니다. (궁동새마을금고 옛뒷길)","영업시간 : 08:00~21:00 좌석수 : 3석 휴무일 : 매주 화요일 예약 : X 카드 : X 주차 : 가능  홈페이지 주소 : X 전자우편주소 : X  ","가격이 저렴하고 친절함","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20120706161556.JPG"
"00007823","종묘이용원","005","이 미용업","서울특별시 서울 종로구 종로 146(종로3가)","-","종로3가역 4호선 12번출구로 나온뒤 세운초록띠공원 지나서 승보약국 옆 지하1층","영업시간 :오전 6시~오후7시30분 좌석수 :6석 휴무일 :무 배달 : - 예약 :불가 카드 :가능 주차 :가능(유료)      ","소비자단체 추천","3","21-2","http://tearstop.seoul.go.kr/mulga/photo/20111107135055.JPG"
